addr,kind,x_axis_addr,y_axis_addr,x_n,y_n,elem_size,signed,consumer_func,name_or_blank,confidence,evidence,x_elem,y_elem,struct_addr,sites
0x5D51EE,curve_1d_shared,0x5D51E0,,7,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; lookup_1d_g_s16_u16; 1 call site(s): 0x457D54,s16,,,1
0x5D51FC,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457F00,,,,1
0x5D51FE,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457F10,,,,1
0x5D5200,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457F30,,,,1
0x5D5202,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457F40,,,,1
0x5D5204,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457EB0,,,,1
0x5D5206,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457EC0,,,,1
0x5D5208,scalar,,,1,,2,1,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457FB8,,,,1
0x5D520A,scalar,,,1,,2,1,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457FC0,,,,1
0x5D520C,scalar,,,1,,2,1,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457CE4,,,,1
0x5D520E,scalar,,,1,,2,1,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457CDC,,,,1
0x5D5210,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457E88,,,,1
0x5D5212,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457FA8,,,,1
0x5D5214,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x457E30,,,,1
0x5D5216,scalar,,,1,,2,0,FUN_004580a4@0x4580A4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4580C4,,,,1
0x5D5218,scalar,,,1,,2,0,FUN_004580a4@0x4580A4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458138,,,,1
0x5D521A,scalar,,,1,,2,0,FUN_004580a4@0x4580A4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458154,,,,1
0x5D521C,scalar,,,1,,2,0,FUN_004580a4@0x4580A4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4581FC,,,,1
0x5D521E,scalar,,,1,,1,0,FUN_00458230@0x458230,,static,enumerate_maps.py; direct load; 2 call site(s): 0x1322E4 0x458240,,,,2
0x5D5220,scalar,,,1,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4585A0,,,,1
0x5D5222,scalar,,,1,,2,0,FUN_00458230@0x458230 FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 2 call site(s): 0x45852C 0x458D5C,,,,2
0x5D5224,map_2d_data,,,,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; interp_2d_u16; 1 call site(s): 0x4582C4,,,,1
0x5D52A4,map_2d_data,,,,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; interp_2d_u16; 1 call site(s): 0x4583F0,,,,1
0x5D5324,map_2d_data,,,,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; interp_2d_u16; 2 call site(s): 0x458414 0x458454,,,,2
0x5D53A4,map_2d_data,,,,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; interp_2d_u16; 1 call site(s): 0x4582FC,,,,1
0x5D5424,map_2d_data,,,,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; interp_2d_u16; 1 call site(s): 0x458318,,,,1
0x5D54A4,map_2d_data,,,,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; interp_2d_u16; 2 call site(s): 0x45838C 0x4583CC,,,,2
0x5D5532,curve_1d,0x5D5526,,6,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x4584F4; struct 0x5D5524,u16,,0x5D5524,1
0x5D553E,scalar,,,1,,1,0,FUN_00458230@0x458230,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458468,,,,1
0x5D5546,curve_1d_shared,0x5D553F,,6,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; lookup_1d_g_u8_u16; 1 call site(s): 0x458478,u8,,,1
0x5D5552,scalar,,,1,,1,0,FUN_00458230@0x458230,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458328,,,,1
0x5D5559,curve_1d_shared,0x5D5553,,6,,1,1,FUN_00458230@0x458230,,static,enumerate_maps.py; lookup_1d_g_u8_s8; 1 call site(s): 0x458338,u8,,,1
0x5D556A,curve_1d,0x5D5562,,4,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x45869C; struct 0x5D5560,u16,,0x5D5560,1
0x5D5572,scalar,,,1,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4584A0,,,,1
0x5D5574,scalar,,,1,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; direct load; 1 call site(s): 0x45825C,,,,1
0x5D5576,scalar,,,1,,2,0,,,static,enumerate_maps.py; direct load; 1 call site(s): 0x1322FC,,,,1
0x5D557A,axis,0x5D557A,,8,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; axis_search_u16_hint; 1 call site(s): 0x458284; struct 0x5D5578,u16,,0x5D5578,1
0x5D558C,axis,0x5D558C,,8,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; axis_search_u16_hint; 1 call site(s): 0x45829C; struct 0x5D558A,u16,,0x5D558A,1
0x5D559C,scalar,,,1,,2,0,FUN_00458230@0x458230,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4584C4,,,,1
0x5D559E,scalar,,,1,,1,0,FUN_000f3bd4@0x0F3BD4 FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0F3DA0 0x4589C8,,,,2
0x5D559F,scalar,,,1,,1,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458BD4,,,,1
0x5D55AE,map_2d,0x5D55A8,0x5D55A2,6,6,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; lookup_2d_u8; 1 call site(s): 0x0F3D1C; struct 0x5D55A0,u8,u8,0x5D55A0,1
0x5D55E0,map_2d,0x5D55DA,0x5D55D4,6,6,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; lookup_2d_u8; 1 call site(s): 0x0F3C7C; struct 0x5D55D2,u8,u8,0x5D55D2,1
0x5D5604,scalar,,,1,,1,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458A90,,,,1
0x5D5605,scalar,,,1,,1,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458B88,,,,1
0x5D5606,scalar,,,1,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458B34,,,,1
0x5D5608,scalar,,,1,,1,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4589FC,,,,1
0x5D5609,scalar,,,1,,1,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4589F8,,,,1
0x5D5628,map_2d_shared,0x5D5614,0x5D560A,10,10,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; lookup_2d_g_u8_u16_u16; 1 call site(s): 0x458A14,u16,u8,,1
0x5D56F0,scalar,,,1,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F3C2C,,,,1
0x5D56F1,scalar,,,1,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F3C28,,,,1
0x5D570A,map_2d_shared,0x5D5702,0x5D56F2,8,8,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; lookup_2d_g_u16_u8_u8; 1 call site(s): 0x0F3C44,u8,u16,,1
0x5D574A,map_2d_data,0x5D58E2,0x5D58D0,6,8,2,0,FUN_004589b8@0x4589B8,,hypothesis,enumerate_maps.py; interp_2d_u16; 1 call site(s): 0x458C68; axes matched positionally to the axis searches in the same function,u16,u16,,1
0x5D57AA,map_2d_data,0x5D58E2,0x5D58D0,6,8,2,0,FUN_004589b8@0x4589B8,,hypothesis,enumerate_maps.py; interp_2d_u16; 1 call site(s): 0x458C90; axes matched positionally to the axis searches in the same function,u16,u16,,1
0x5D580A,scalar,,,1,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F3CD4,,,,1
0x5D580B,scalar,,,1,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F3CD0,,,,1
0x5D581E,map_2d_shared,0x5D5812,0x5D580C,6,6,2,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; lookup_2d_g_u8_u16_u16; 1 call site(s): 0x0F3CEC,u16,u8,,1
0x5D5866,scalar,,,1,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F3D30,,,,1
0x5D5874,curve_1d_shared,0x5D5868,,6,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; lookup_1d_g_u16_u8; 1 call site(s): 0x0F3D40,u16,,,1
0x5D5888,curve_1d,0x5D587C,,6,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x458DA4; struct 0x5D587A,u16,,0x5D587A,1
0x5D58A2,curve_1d,0x5D5896,,6,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; lookup_1d_u16; 1 call site(s): 0x458CD8; struct 0x5D5894,u16,,0x5D5894,1
0x5D58AE,scalar,,,1,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F3C54,,,,1
0x5D58C0,curve_1d_shared,0x5D58B0,,8,,1,0,FUN_000f3bd4@0x0F3BD4,,static,enumerate_maps.py; lookup_1d_g_u16_u8; 1 call site(s): 0x0F3C64,u16,,,1
0x5D58C8,scalar,,,1,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458B14,,,,1
0x5D58CA,scalar,,,1,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458BB0,,,,1
0x5D58CC,scalar,,,1,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458A74,,,,1
0x5D58D0,axis,0x5D58D0,,8,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; axis_search_u16_hint; 1 call site(s): 0x458C4C; struct 0x5D58CE,u16,,0x5D58CE,1
0x5D58E0,scalar,,,1,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 2 call site(s): 0x458C54 0x458C7C,,,,2
0x5D58E2,axis,0x5D58E2,,6,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; axis_search_u16_hint; 1 call site(s): 0x458C34; struct 0x5D58E0,u16,,0x5D58E0,1
0x5D58EE,scalar,,,1,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458B9C,,,,1
0x5D58F0,scalar,,,1,,2,0,FUN_00457bcc@0x457BCC FUN_00458230@0x458230 FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 3 call site(s): 0x45806C 0x458544 0x458D88,,,,3
0x5D58F2,scalar,,,1,,2,0,FUN_004589b8@0x4589B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x458D20,,,,1
0x5D58F4,scalar,,,1,,1,0,FUN_000f3df8@0x0F3DF8,,static,enumerate_maps.py; direct load; 3 call site(s): 0x0F3E60 0x0F3EFC 0x0F3FA0,,,,3
0x5D58F8,scalar,,,1,,1,0,FUN_000f3df8@0x0F3DF8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F40A8,,,,1
0x5D58FA,scalar,,,1,,1,0,FUN_000f4290@0x0F4290,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F42A4,,,,1
0x5D58FB,scalar,,,1,,1,0,FUN_000f4290@0x0F4290,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F42B8,,,,1
0x5D58FC,scalar,,,1,,1,0,FUN_000f4290@0x0F4290,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F42C8,,,,1
0x5D58FE,map_2d_data,0x5C7532,,8,8,2,0,FUN_00430ea0@0x430EA0,,hypothesis,enumerate_maps.py; interp_2d_u16; 1 call site(s): 0x430F68; axes matched positionally to the axis searches in the same function; row count inferred from the 128 bytes before the next detected object,u8,,,1
0x5D597E,map_2d_data,,,12,16,1,1,FUN_000f436c@0x0F436C,,hypothesis,enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x0F44B8; row count inferred from the 192 bytes before the next detected object,,,,1
0x5D5A3E,map_2d_data,,,12,16,1,1,FUN_000f436c@0x0F436C,,hypothesis,"enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x0F4398; row count taken from the identically shaped map at 0x5D597E, which ends exactly here",,,,1
0x5D5AFE,map_2d_data,,,12,16,1,1,FUN_000f436c@0x0F436C,,hypothesis,"enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x0F440C; row count taken from the identically shaped map at 0x5D5A3E, which ends exactly here",,,,1
0x5D5BBE,scalar,,,1,,1,0,FUN_000f436c@0x0F436C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F43B4,,,,1
0x5D5BBF,scalar,,,1,,1,0,FUN_000f436c@0x0F436C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F4434,,,,1
0x5D5BC0,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C62E4,,,,1
0x5D5BC9,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C64B4,,,,1
0x5D5BCA,scalar,,,1,,1,0,FUN_00458e74@0x458E74,,static,enumerate_maps.py; direct load; 1 call site(s): 0x45922C,,,,1
0x5D5BCB,map_2d_data,,,12,16,1,1,FUN_00458e74@0x458E74,,hypothesis,enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x458EFC; row count inferred from the 192 bytes before the next detected object,,,,1
0x5D5C8B,map_2d_data,,,12,16,1,1,FUN_00458e74@0x458E74,,hypothesis,"enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x458EE0; row count taken from the identically shaped map at 0x5D5BCB, which ends exactly here",,,,1
0x5D5D4B,map_2d_data,,,12,16,1,1,FUN_00458e74@0x458E74,,hypothesis,"enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x458F28; row count taken from the identically shaped map at 0x5D5C8B, which ends exactly here",,,,1
0x5D5E0B,map_2d_data,,,12,16,1,1,FUN_00458e74@0x458E74,,hypothesis,"enumerate_maps.py; interp_2d_s8; 1 call site(s): 0x458EAC; row count taken from the identically shaped map at 0x5D5D4B, which ends exactly here",,,,1
0x5D5ECB,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C629C,,,,1
0x5D5ECC,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6384,,,,1
0x5D5ECD,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6550,,,,1
0x5D5ECE,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6590,,,,1
0x5D5ECF,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C621C,,,,1
0x5D5EDC,curve_1d_shared,0x5D5ED0,,12,,1,1,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; lookup_1d_g_u8_s8; 1 call site(s): 0x0C622C,u8,,,1
0x5D5EE8,scalar,,,1,,1,0,FUN_00458e74@0x458E74,,static,enumerate_maps.py; direct load; 1 call site(s): 0x459044,,,,1
0x5D5EE9,scalar,,,1,,1,0,FUN_00458e74@0x458E74,,static,enumerate_maps.py; direct load; 1 call site(s): 0x459040,,,,1
0x5D5EF4,map_2d_shared,0x5D5EEE,0x5D5EEA,6,4,1,1,FUN_00458e74@0x458E74,,static,enumerate_maps.py; lookup_2d_g_u8_u8_s8; 1 call site(s): 0x45905C,u8,u8,,1
0x5D5F0C,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6408,,,,1
0x5D5F0D,scalar,,,1,,1,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6404,,,,1
0x5D5F1A,map_2d_shared,0x5D5F16,0x5D5F0E,4,8,1,1,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; lookup_2d_g_u8_u8_s8; 1 call site(s): 0x0C6420,u8,u8,,1
0x5D5F3A,scalar,,,1,,1,0,FUN_001136c8@0x1136C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x113730,,,,1
0x5D5F42,curve_1d_shared,0x5D5F3B,,6,,2,0,FUN_001136c8@0x1136C8,,static,enumerate_maps.py; lookup_1d_g_u8_u16; 1 call site(s): 0x113740,u8,,,1
0x5D5F4E,scalar,,,1,,1,0,FUN_001136c8@0x1136C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x113750,,,,1
0x5D5F56,curve_1d_shared,0x5D5F4F,,6,,2,0,FUN_001136c8@0x1136C8,,static,enumerate_maps.py; lookup_1d_g_u8_u16; 1 call site(s): 0x113760,u8,,,1
0x5D5F62,scalar,,,1,,2,0,FUN_001136c8@0x1136C8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x11371C,,,,1
0x5D5F64,scalar,,,1,,2,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6464,,,,1
0x5D5F66,scalar,,,1,,2,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6488,,,,1
0x5D5F68,scalar,,,1,,2,0,FUN_000c61fc@0x0C61FC,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0C6280,,,,1
0x5D5F6A,scalar,,,1,,1,0,FUN_00459334@0x459334,,static,enumerate_maps.py; direct load; 1 call site(s): 0x45934C,,,,1
0x5D5F81,map_2d,0x5D5F77,0x5D5F6D,10,10,1,0,FUN_00459334@0x459334,,static,enumerate_maps.py; lookup_2d_u8; 1 call site(s): 0x459374; struct 0x5D5F6B,u8,u8,0x5D5F6B,1
0x5D5FE5,scalar,,,1,,1,0,FUN_00459334@0x459334,,static,enumerate_maps.py; direct load; 1 call site(s): 0x459388,,,,1
0x5D5FE6,scalar,,,1,,1,0,FUN_00459334@0x459334,,static,enumerate_maps.py; direct load; 1 call site(s): 0x459384,,,,1
0x5D5FFB,map_2d_shared,0x5D5FF1,0x5D5FE7,10,10,1,1,FUN_00459334@0x459334,,static,enumerate_maps.py; lookup_2d_g_u8_u8_s8; 1 call site(s): 0x4593A0,u8,u8,,1
0x5D605F,scalar,,,1,,1,0,FUN_00459334@0x459334,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4593B8,,,,1
0x5D6060,scalar,,,1,,1,0,FUN_00459334@0x459334,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4593B4,,,,1
0x5D6075,map_2d_shared,0x5D606B,0x5D6061,10,10,1,1,FUN_00459334@0x459334,,static,enumerate_maps.py; lookup_2d_g_u8_u8_s8; 1 call site(s): 0x4593D0,u8,u8,,1
0x5D611A,scalar,,,1,,1,0,FUN_000f44d8@0x0F44D8 FUN_000f5ce8@0x0F5CE8,,static,enumerate_maps.py; direct load; 3 call site(s): 0x0F478C 0x0F5D88 0x0F6190,,,,3
0x5D611B,scalar,,,1,,1,0,FUN_004313a4@0x4313A4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x431958,,,,1
0x5D611C,scalar,,,1,,1,0,FUN_0045943c@0x45943C,,static,enumerate_maps.py; direct load; 2 call site(s): 0x459508 0x459550,,,,2
0x5D611D,scalar,,,1,,1,0,FUN_000f44d8@0x0F44D8 FUN_0013249c@0x13249C,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0F459C 0x0F45B4 0x1325B0 0x1325C8,,,,4
0x5D611E,axis,0x5D611E,,4,,1,0,FUN_000f44d8@0x0F44D8,,static,enumerate_maps.py; axis_search_u8; 1 call site(s): 0x0F44F8; struct 0x5D611D,u8,,0x5D611D,1
0x5D6122,scalar,,,1,,1,0,FUN_000f44d8@0x0F44D8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F4688,,,,1
0x5D6123,scalar,,,1,,1,0,FUN_0045943c@0x45943C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x4594EC,,,,1
0x5D6124,scalar,,,1,,2,0,FUN_0045943c@0x45943C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x45945C,,,,1
0x5D6126,map_2d_data,0x5D611E,,4,16,2,1,FUN_000f44d8@0x0F44D8 FUN_0013249c@0x13249C,,hypothesis,enumerate_maps.py; interp_2d_s16; 2 call site(s): 0x0F45C8 0x1325C0; axes matched positionally to the axis searches in the same function; row count inferred from the 128 bytes before the next detected object,u8,,,2
0x5D61A6,map_2d_data,0x5D611E,,4,16,2,1,FUN_000f44d8@0x0F44D8 FUN_0013249c@0x13249C,,hypothesis,"enumerate_maps.py; interp_2d_s16; 2 call site(s): 0x0F45AC 0x1325DC; axes matched positionally to the axis searches in the same function; row count taken from the identically shaped map at 0x5D6126, which ends exactly here",u8,,,2
0x5D63A6,scalar,,,1,,2,0,FUN_000f4b4c@0x0F4B4C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F4CC4,,,,1
0x5D63A8,scalar,,,1,,2,0,FUN_000f4b4c@0x0F4B4C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F4BAC,,,,1
0x5D63AA,scalar,,,1,,1,0,FUN_000f4b4c@0x0F4B4C,,static,enumerate_maps.py; direct load; 3 call site(s): 0x0F4C78 0x129D00 0x1326BC,,,,3
0x5D63AB,scalar,,,1,,1,0,FUN_000f4b4c@0x0F4B4C,,static,enumerate_maps.py; direct load; 3 call site(s): 0x0F4D94 0x129D20 0x1326DC,,,,3
0x5D63AC,scalar,,,1,,1,0,FUN_000f4b4c@0x0F4B4C FUN_000f58b8@0x0F58B8,,static,enumerate_maps.py; direct load; 4 call site(s): 0x0F4B80 0x0F5ADC 0x129CE0 0x13269C,,,,4
0x5D63AD,scalar,,,1,,1,0,FUN_000f4b4c@0x0F4B4C,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F4DC0,,,,1
0x5D63AE,scalar,,,1,,1,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F50D4,,,,1
0x5D63AF,scalar,,,1,,1,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F5038,,,,1
0x5D63B0,scalar,,,1,,1,0,FUN_000f4fe4@0x0F4FE4 FUN_00129d38@0x129D38 FUN_00132704@0x132704,,static,enumerate_maps.py; direct load; 8 call site(s): 0x0F53D8 0x0F53F4 0x0F54EC 0x0F55A8 0x129D64 0x129D88 ...,,,,8
0x5D63B2,scalar,,,1,,1,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0F50F4 0x0F52F8,,,,2
0x5D63B3,scalar,,,1,,1,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F5064,,,,1
0x5D63B4,scalar,,,1,,1,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F50C4,,,,1
0x5D63B5,scalar,,,1,,1,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F52DC,,,,1
0x5D63B6,scalar,,,1,,2,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F51C4,,,,1
0x5D63B8,scalar,,,1,,2,0,FUN_000f4fe4@0x0F4FE4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F51A8,,,,1
0x5D63FA,scalar,,,1,,1,0,FUN_000f56d8@0x0F56D8,,static,enumerate_maps.py; direct load; 3 call site(s): 0x0F56E8 0x129E0C 0x132794,,,,3
0x5D63FB,scalar,,,1,,1,0,FUN_000f56d8@0x0F56D8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F5734,,,,1
0x5D63FC,scalar,,,1,,2,0,FUN_000f58b8@0x0F58B8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F58D8,,,,1
0x5D640E,curve_1d_shared,0x5D63FE,,8,,2,1,FUN_000f58b8@0x0F58B8,,static,enumerate_maps.py; lookup_1d_g_u16_s16; 1 call site(s): 0x0F58E8,u16,,,1
0x5D641E,scalar,,,1,,1,0,FUN_004433a4@0x4433A4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x443444,,,,1
0x5D641F,scalar,,,1,,1,0,FUN_004433a4@0x4433A4,,static,enumerate_maps.py; direct load; 1 call site(s): 0x443440,,,,1
0x5D6440,map_2d_shared,0x5D6430,0x5D6420,16,16,1,1,FUN_004433a4@0x4433A4,,static,enumerate_maps.py; lookup_2d_g_u8_u8_s8; 1 call site(s): 0x44345C,u8,u8,,1
0x5D6540,scalar,,,1,,2,0,FUN_000f5c80@0x0F5C80,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F5CA0,,,,1
0x5D6542,scalar,,,1,,2,0,FUN_000f5c80@0x0F5C80,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F5C9C,,,,1
0x5D655C,map_2d_shared,0x5D654C,0x5D6544,8,4,2,0,FUN_000f5c80@0x0F5C80,,static,enumerate_maps.py; lookup_2d_g_s16_u16_u16; 1 call site(s): 0x0F5CB8,u16,s16,,1
0x5D659C,scalar,,,1,,1,0,FUN_000f5ce8@0x0F5CE8,,static,enumerate_maps.py; direct load; 2 call site(s): 0x0F6170 0x132A94,,,,2
0x5D65A9,scalar,,,1,,1,0,FUN_000f5ce8@0x0F5CE8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F6058,,,,1
0x5D65AA,scalar,,,1,,1,0,FUN_000f5ce8@0x0F5CE8,,static,enumerate_maps.py; direct load; 1 call site(s): 0x0F6128,,,,1
0x5D6608,map_2d,0x5D6600,0x5D65E0,4,16,2,1,FUN_000f61c0@0x0F61C0 FUN_00132aa4@0x132AA4,,hypothesis,enumerate_maps.py; lookup_2d_s16; 2 call site(s): 0x0F62FC 0x132ADC; struct 0x5D65DC; args recovered over an extended window,s16,s16,0x5D65DC,2
